gene_name	synonyms	ecocyc_accession	common_name	position_min	summary	gene_product	b_number
G6481	ycbR	ECK0930	elfD	21.511522		G6481-MONOMER	b0939
G6482	ycbS	ECK0931	elfC	21.527164		G6482-MONOMER	b0940
G6480	ycbQ	ECK0929	elfA	21.498121		G6480-MONOMER	b0938
EG11383	yzzB // elb2 // s27a // yhbL	ECK3198	elbB	72.168396		EG11383-MONOMER	b3209
G7176		ECK2263	elaD	51.333298		G7176-MONOMER	b2269
G7173	yfbD	ECK2260	elaB	51.290405		G7173-MONOMER	b2266
G7174	yfbC	ECK2261	elaA	51.29816		G7174-MONOMER	b2267
EG12099		ECK4141	efp	94.270294		MONOMER0-4200 // EG12099-MONOMER	b4147
G6525	ycdN // b1016 // b1017	ECK1007	efeU	23.296791	<i>efeU_1</i> and <i>efeU_2</i> are two fragments of a pseudogene (<i>efeU*</i>). A functional <i>efeU</i> (<i>ycdN</i>) gene in <i>E. coli</i> Nissle 1917 encodes a ferrous iron permease |CITS: [16987175]|; a functional <i>efeUOB</i> operon in enterohaemorrhagic <i>E. coli</i> O157:H7 encodes a tripartite, acid-induced Fe(II) transport system |CITS: [17627767]|.

Analysis of transcriptional <i>efe-lacZ</i> fusions suggest that <i>efeU*OB</i> forms an operon in <i>E. coli</i> K-12 which is transcribed from a promoter located upstream of <i>efeU*</i> |CITS: [17627767]|. <I>efeU*</I> in <I>E. coli</I> K-12 is disrupted by a frameshift mutation leaving the <I>efeU_1</I> and <I>efeU_2</I> fragments nonfunctional; EfeO and EfeB are produced despite the frameshift mutation |CITS:[16987175]|.  

<i>efeU*OB</i> transcription in <i>E. coli</i> K-12 is subject to Fe(II)-Fur control in response to iron |CITS: [12746439][16987175][17627767]|. The <i>efeU*OB</i> operon is induced at acid pH and subject to CpxAR dependent repression at alkaline pH |CITS: [17627767]|. 

Deletion of <I>efeU*, efeO,</I> or <I>efeB</I> does not result in any growth defect under iron limitation |CITS:[17627767]|. Low copy-number expression of a 'corrected' <i>efeUOB</i> operon in an <i>E. coli</i> K-12 strain lacking lacking all known iron-transport pathways confers a growth advantage under iron restricted conditions |CITS: [17627767]|.

Expression of EfeU decreases in early osmotic upshift (0.4 M NaCl) |CITS:[12218039]|.  <I>efeU_2</I> expression decreases under anaerobic conditions in both a wild-type and a &Delta;<i>fur</i> mutant strain |CITS:[15659690]|. 

<i>efe</i>: <U>e</U>lemental <U>fe</U>rrous iron uptake |CITS: [16987175]|.	MONOMER0-4386	b4490
G6527	ycdO	ECK1008	efeO	23.315903		G6527-MONOMER	b1018
EG11735	ycdB	ECK1009	efeB	23.340311		EG11735-MONOMER	b1019
EG10257		ECK1852	edd	41.640194		PGLUCONDEHYDRAT-MONOMER	b1851
EG10256	hga // kdgA // kga	ECK1851	eda	41.625587		KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER	b1850
G6165	ykgK // matA	ECK0293	ecpR	6.694729		G6165-MONOMER	b0294
G6160	yagV // matF	ECK0288	ecpE	6.5600567		G6160-MONOMER	b0289
G6161	yagW // matE	ECK0289	ecpD	6.574685		G6161-MONOMER	b0290
G6162	yagX // matD	ECK0290	ecpC	6.6098666		G6162-MONOMER	b0291
G6163	yagY // matC	ECK0291	ecpB	6.6648254		G6163-MONOMER	b0292
G6164	yagZ // matB	ECK0292	ecpA	6.680466		G6164-MONOMER	b0293
EG10255	eti	ECK2201	eco	49.635452		EG10255-MONOMER	b2209
G0-9562	yjeU	ECK4143	ecnB	94.2887		MONOMER0-1563	b4411
G0-41		ECK4142	ecnA	94.28361		MONOMER0-1562	b4410
EG10254		ECK3065	ebgR	69.403435		PD03254	b3075
EG10253		ECK3067	ebgC	69.49513		EG10253-MONOMER	b3077
EG10252		ECK3066	ebgA	69.42858		EG10252-MONOMER	b3076
EG12445	yfiK	ECK2576	eamB	58.50122		EG12445-MONOMER	b2578
EG11639	ydeD	ECK1526	eamA	34.906494		EG11639-MONOMER	b1533
EG12161		ECK0297	eaeH	6.772524		EG12161-MONOMER	b0297
G6237	yajP	ECK0414	dxs	9.443082		DXS-MONOMER	b0420
EG12715	yaeM // ispC	ECK0172	dxr	4.1692266		DXPREDISOM-MONOMER	b0173
EG10251	dnaS // sof	ECK3630	dut	82.16756		DUTP-PYROP-MONOMER	b3640
EG12022	yohI	ECK2133	dusC	48.03113		EG12022-MONOMER	b2140
EG11311	yhdG	ECK3247	dusB	73.47125		EG11311-MONOMER	b3260
EG11932	yjbN	ECK4041	dusA	91.81362		EG11932-MONOMER	b4049
G6378	ybgH	ECK0698	dtpD	15.965759		B0709-MONOMER	b0709
EG12469	yjdL	ECK4124	dtpC	93.823364		YJDL-MONOMER	b4130
EG12232	yhiP	ECK3481	dtpB	78.43893		YHIP-MONOMER	b3496
G6877	ydgR // tppB	ECK1630	dtpA	36.899986		B1634-MONOMER	b1634
EG11852	yihZ	ECK3880	dtd	87.835434		EG11852-MONOMER	b3887
G7045		ECK1950	dsrB	43.618847		G7045-MONOMER	b1952
G7047		ECK1952	dsrA	43.6316		DSRA-RNA	b1954
EG10250	yfdD // yfdA // dsdC	ECK2361	dsdX	53.382866		DSDX-MONOMER	b2365
EG13161		ECK2360	dsdC	53.358032		PD00297	b2364
EG10249		ECK2362	dsdA	53.412064		DSERDEAM-MONOMER	b2366
G6333	ybdP	ECK0598	dsbG	13.741379		DSBG-MONOMER	b0604
EG12178	htrI // cutA2 // cycZ // dipZ	ECK4130	dsbD	94.004135		DSBD-MONOMER	b4136
EG11070	xprA	ECK2888	dsbC	65.45325		DSBC-MONOMER	b2893
EG11393	ycgA // roxB // dsbX // iarB // rosB	ECK1173	dsbB	26.553047		MONOMER0-4439 // MONOMER0-4142 // DSBBPROT-MONOMER	b1185
EG11297	dsf // iarA // ppfA	ECK3852	dsbA	87.11162		MONOMER0-4438 // MONOMER0-4152 // DISULFOXRED-MONOMER	b3860
G7051	yedR	ECK1961	drpB	43.801624		G7051-MONOMER	b1963
EG11415	pexB // vtm	ECK0801	dps	18.278147		EG11415-MONOMER	b0812
EG12628	dppE	ECK3527	dppF	79.75315		DPPF-MONOMER	b3540
EG12627		ECK3528	dppD	79.77472		DPPD-MONOMER	b3541
EG12626		ECK3529	dppC	79.796135		DPPC-MONOMER	b3542
EG12625		ECK3530	dppB	79.81579		DPPB-MONOMER	b3543
EG10248	alu // dpp // fpp	ECK3531	dppA	79.844376		DPPA-MONOMER	b3544
G6345	ybeP // mpdB // citA	ECK0612	dpiB	14.051786		PHOSPHO-DPIB // G6345-MONOMER	b0619
G6346	citB // criR // mpdA	ECK0613	dpiA	14.086838		PHOSPHO-DPIA // G6346-MONOMER	b0620
G6783	yddU // dos // pdeO	ECK1483	dosP	33.680553		G6783-MONOMER	b1489
G6784	yddV // dgcO	ECK1484	dosC	33.732777		G6784-MONOMER	b1490
EG10245	dnaZ	ECK0464	dnaX	10.601656	
	MONOMER0-2383 // EG10245-MONOMER	b0470
EG10244		ECK4352	dnaT	99.12372		EG10244-MONOMER	b4362
EG10243	mutD	ECK0215	dnaQ	5.08584		EG10243-MONOMER	b0215
EG10242		ECK3693	dnaN	83.61723		EG10242-MONOMER	b3701
EG10241	groPF // groPC // seg // grpF // grpC // groPAB	ECK0014	dnaK	0.26204032		EG10241-MONOMER	b0014
EG10240	groP // grpC	ECK0015	dnaJ	0.30523616		EG10240-MONOMER	b0015
EG10239	dnaP // parB // sdgA	ECK3056	dnaG	69.18026		EG10239-MONOMER	b3066
EG10238	sdgC // polC	ECK0183	dnaE	4.4192457		EG10238-MONOMER	b0184
EG10237	dnaD	ECK4351	dnaC	99.10777		EG10237-MONOMER	b4361
EG10236	groP // grpA // grpD	ECK4044	dnaB	91.87061		EG10236-MONOMER	b4052
EG10235		ECK3694	dnaA	83.64104		PD03831	b3702
G6849	ynfI	ECK1586	dmsD	35.860207		G6849-MONOMER	b1591
EG10234		ECK0887	dmsC	20.338299		DMSC-MONOMER	b0896
EG10233		ECK0886	dmsB	20.324963		DMSB-MONOMER	b0895
EG10232		ECK0885	dmsA	20.272072		DMSA-MONOMER	b0894
G6985	yeaT	ECK1797	dmlR	40.521908		G6985-MONOMER	b1799
G6986	ttuC // yeaU	ECK1798	dmlA	40.544014		G6986-MONOMER	b1800
EG10231	ldh	ECK2126	dld	47.874874		DLACTDEHYDROGFAD-MONOMER	b2133
EG10230	msmA	ECK0144	dksA	3.4502587		EG10230-MONOMER	b0145
EG11648	yafB	ECK0207	dkgB	4.9371862		MONOMER0-149	b0207
G7565	yqhE	ECK3004	dkgA	68.006454		MONOMER0-148	b3012
G6356	hscD // ybeV // hsc56	ECK0642	djlC	14.654523		G6356-MONOMER	b0649
G6353	ybeS	ECK0639	djlB	14.594266		G6353-MONOMER	b0646
EG11570	yabH	ECK0056	djlA	1.2358532		EG11570-MONOMER	b0055
G0-9981		ECK4422	dinQ	78.58635		MONOMER0-1941	b4613
G6110	sosA	ECK0227	dinJ	5.305051		G6110-MONOMER	b0226
G6558		ECK1046	dinI	24.156097		G6558-MONOMER	b1061
EG11357	rarB	ECK0788	dinG	17.947704		EG11357-MONOMER	b0799
EG11491		ECK4036	dinF	91.72902		DINF-MONOMER	b4044
EG11193	pcsA // yicD	ECK3635	dinD	82.25003		EG11193-MONOMER	b3645
G6115	dinP	ECK0232	dinB	5.40536		G6115-MONOMER	b0231
G6785	yddW	ECK1485	digH	33.77039		G6785-MONOMER	b1491
EG31115		ECK1568	dicF	35.534374		DICF-RNA	b1574
EG10228	ftsT	ECK1563	dicC	35.496414		EG10228-MONOMER	b1569
EG10227	ftsT	ECK1569	dicB	35.539265		EG10227-MONOMER	b1575
EG10226	ftsT	ECK1564	dicA	35.503178		EG10226-MONOMER	b1570
EG12780	yraO	ECK3137	diaA	71.00509		YRAO-MONOMER	b3149
G6628	ycgU	ECK1189	dhaR	26.953033		G6628-MONOMER	b1201
EG12399	ycgC // dhaH // ptsD	ECK1186	dhaM	26.880428		EG12399-MONOMER	b1198
G6626	ysgS // ycgS // dhaK2	ECK1187	dhaL	26.911217		MONOMER0-1261	b1199
G6627	ycgT // dhaK1	ECK1188	dhaK	26.92507		G6627-MONOMER	b1200
EG10225	optA	ECK0159	dgt	3.8614914		DGTPTRIPHYDRO-MONOMER	b0160
EG20053	yidT	ECK3683	dgoT	83.384926		YIDT-MONOMER	b3691
G7789	yidW // b3695 // b3694	ECK3687	dgoR	83.47181		G7790-MONOMER	b4479
EG20051	yidV	ECK3686	dgoK	83.45296		DEHYDDEOXGALACTKIN-MONOMER	b3693
GB4478	b3692 // yidU	ECK3684	dgoD	83.415344		GALACTONATE-DEHYDRATASE-MONOMER	b4478
EG20049	b3692 // yidU	ECK3685	dgoA	83.44001		DEHYDDEOXPHOSGALACT-ALDOL-MONOMER	b4477
EG10224		ECK4034	dgkA	91.705215		DIACYLGLYKIN-MONOMER	b4042
G26			dgd			MONOMER0-4223	
EG11643	ydeG // ydeH	ECK1528	dgcZ	34.965137		EG11643-MONOMER	b1535
G6532	ycdT	ECK1015	dgcT	23.54498		G6532-MONOMER	b1025
G7049	yedQ	ECK1954	dgcQ	43.655212		G7049-MONOMER	b1956
G6980	yeaP	ECK1792	dgcP	40.45359		G6980-MONOMER	b1794
EG12880	yfiN	ECK2601	dgcN	59.08205		EG12880-MONOMER	b2604
G6673	ydaM	ECK1338	dgcM	30.30307		G6673-MONOMER	b1341
G6972	yeaJ	ECK1784	dgcJ	40.331352		G6972-MONOMER	b1786
G6434	yliF	ECK0824	dgcI	18.858265		G6434-MONOMER	b0834
G6808	yneF	ECK1515	dgcF	34.705467		G6808-MONOMER	b1522
EG12396	yegE	ECK2061	dgcE	46.174637		EG12396-MONOMER	b2067
EG11257	yaiC // adrA	ECK0380	dgcC	8.697399		EG11257-MONOMER	b0385
EG10004	coaBC	ECK3629	dfp	82.14168		EG10004-MONOMER	b3639
G7319	engA // yfgK	ECK2507	der	56.78763		G7319-MONOMER	b2511
EG10223	nucR	ECK0830	deoR	19.001337		PD01196	b0840
EG10222	pup	ECK4376	deoD	99.55255		DEOD-MONOMER	b4384
EG10221	tlr // dra // thyR	ECK4373	deoC	99.47585		DEOXYRIBOSE-P-ALD-MONOMER	b4381
EG10220	tlr // drm // thyR	ECK4375	deoB	99.52498		PPENTOMUT-MONOMER	b4383
EG10219	TP // tpp // ttg	ECK4374	deoA	99.49538		DEOA-MONOMER	b4382
EG11652	hhoB // htrH	ECK3224	degS	72.866295		EG11652-MONOMER	b3235
G7682	hhoA	ECK3223	degQ	72.83491		G7682-MONOMER	b3234
EG10463	htrA // ptd	ECK0160	degP	3.8969748		EG10463-MONOMER	b0161
EG11440	fms	ECK3273	def	73.9756		EG11440-MONOMER	b3287
EG10218		ECK2308	dedD	52.37407		EG10218-MONOMER	b2314
EG10216		ECK2311	dedA	52.439995		EG10216-MONOMER	b2317
G6247	ybaO // cyuR	ECK0441	decR	10.090868		G6247-MONOMER	b0447
EG10215	csdA // mssB // rhlD	ECK3150	deaD	71.224014		EG10215-MONOMER	b3162
G6782	vanX // yddT	ECK1482	ddpX	33.662476		G6782-MONOMER	b1488
G6777	yddO	ECK1477	ddpF	33.546505		YDDO-MONOMER	b1483
G6778	yddP	ECK1478	ddpD	33.566303		YDDP-MONOMER	b1484
G6779	yddQ	ECK1479	ddpC	33.587482		YDDQ-MONOMER	b1485
G6780	yddR	ECK1480	ddpB	33.60672		YDDR-MONOMER	b1486
G6781	yddS	ECK1481	ddpA	33.628784		YDDS-MONOMER	b1487
EG10214	ddl	ECK0093	ddlB	2.2025132		DALADALALIGB-MONOMER	b0092
EG10213		ECK0376	ddlA	8.613937		DALADALALIGA-MONOMER	b0381
G7038	yedO	ECK1918	dcyD	43.055664		DCYSDESULF-MONOMER	b1919
G7827	yjdH	ECK4118	dcuS	93.7173		PHOSPHO-DCUS-MONOMER // DCUS-MONOMER	b4125
G7826	yjdG	ECK4117	dcuR	93.70187		PHOSPHO-DCUR-MONOMER // DCUR-MONOMER	b4124
G7679	yhcL	ECK3216	dcuD	72.70836		YHCL-MONOMER	b3227
G6347		ECK0614	dcuC	14.102371		DCUC-MONOMER	b0621
EG10006	genF	ECK4116	dcuB	93.660706		DCUB-MONOMER	b4123
EG11225	genA	ECK4132	dcuA	94.04996		DCUA-MONOMER	b4138
EG11889	yhiF	ECK3491	dctR	78.73669		EG11889-MONOMER	b3507
EG20044		ECK3513	dctA	79.328674		DCTA-MONOMER	b3528
G7767	yhhR	ECK3456	dcrB	77.77306		G7767-MONOMER	b3472
EG10212		ECK1531	dcp	35.016304		EG10212-MONOMER	b1538
EG10211	mec	ECK1959	dcm	43.753796		EG10211-MONOMER	b1961
EG11418	dus // paxA	ECK2059	dcd	46.13948		DCTP-DEAM-MONOMER	b2065
EG10210	rhlC	ECK1340	dbpA	30.366581		EG10210-MONOMER	b1343
EG12392	ychM	ECK1194	dauA	27.126635		YCHM-MONOMER	b1206
EG10209		ECK3804	dapF	86.06337		DIAMINOPIMEPIM-MONOMER	b3809
EG10208	msgB	ECK2467	dapE	55.83372		MONOMER0-1981	b2472
EG10207	ssa	ECK0164	dapD	3.9882998		MONOMER0-2001	b0166
EG10206		ECK0032	dapB	0.611291		DIHYDROPICRED-MONOMER	b0031
EG10205		ECK2474	dapA	55.99045		DIHYDRODIPICSYN-MONOMER	b2478
EG11183	yhfB	ECK3375	damX	75.74933		EG11183-MONOMER	b3388
EG10204		ECK3374	dam	75.729004		EG10204-MONOMER	b3387
EG11408	alnA // alnB // dadB	ECK1178	dadX	26.690477		ALARACECAT-MONOMER	b1190
EG11407	dadR	ECK1177	dadA	26.662296		DALADEHYDROGA-MONOMER	b1189
EG11893	phsE // yeeC	ECK2004	dacD	44.841385		RPOA-MONOMER	b2010
EG10203		ECK0829	dacC	18.97443		EG10203-MONOMER	b0839
EG10202		ECK3171	dacB	71.71936		EG10202-MONOMER	b3182
EG10201	pfv	ECK0625	dacA	14.278364		EG10201-MONOMER	b0632
EG12754	dlsT // yhaO	ECK3100	cyuP	70.16207		YHAO-MONOMER	b3110
G7622	b3109 // yhaN // b3108 // yhaM	ECK3099	cyuA	70.13324		G7622-MONOMER	b4470
EG10200		ECK3926	cytR	88.83542		PD04028	b3934
EG10003		ECK2408	cysZ	54.537975		EG10003-MONOMER	b2413
EG10198		ECK2418	cysW	54.73922		CYSW-MONOMER	b2423
EG10197	cysT	ECK2419	cysU	54.758064		CYST-MONOMER	b2424
G7991		ECK1909	cysT	42.913902		cysT-tRNA	b1910
EG10196	syc	ECK0519	cysS	11.948569		CYSS-MONOMER	b0526
EG10043	amt // amtA	ECK4210	cysQ	95.585686		EG10043-MONOMER	b4214
EG10195		ECK2420	cysP	54.776012		CYSP-MONOMER	b2425
EG10194		ECK2746	cysN	61.917435		CYSN-MONOMER	b2751
EG10193		ECK2416	cysM	54.693287		ACSERLYB-MONOMER	b2421
EG10192	ssi5	ECK2409	cysK	54.558353		ACSERLYA-MONOMER	b2414
EG10191		ECK2759	cysJ	62.26445		ALPHACOMP-MONOMER	b2764
EG10190		ECK2758	cysI	62.227566		BETACOMP-MONOMER	b2763
EG10189		ECK2757	cysH	62.210136		PAPSSULFOTRANS-MONOMER	b2762
EG10188		ECK3356	cysG	75.3574		SIROHEMESYN-MONOMER	b3368
EG10187		ECK3597	cysE	81.47403		SERINE-O-ACETTRAN-MONOMER	b3607
EG10186		ECK2747	cysD	61.948223		CYSD-MONOMER	b2752
EG10185		ECK2745	cysC	61.904408		ADENYLYLSULFKIN-MONOMER	b2750
EG10184		ECK1269	cysB	28.736645		PD00232	b1275
EG10183		ECK2417	cysA	54.7158		CYSA-MONOMER	b2422
EG10182		ECK0422	cyoE	9.626206		HEMEOSYN-MONOMER	b0428
EG10181		ECK0423	cyoD	9.645639		CYOD-MONOMER	b0429
EG10180		ECK0424	cyoC	9.652727		CYOC-MONOMER	b0430
EG10179		ECK0425	cyoB	9.665739		CYOB-MONOMER	b0431
EG10178		ECK0426	cyoA	9.709108		CYOA-MONOMER	b0432
EG10177		ECK0338	cynX	7.755687		CYNX-MONOMER	b0341
EG10176		ECK0336	cynT	7.7299848		CARBODEHYDRAT-MONOMER	b0339
EG10175	cnt // cyaN	ECK0337	cynS	7.74485		CYANLY-MONOMER	b0340
EG11421		ECK0335	cynR	7.7082686		PD00291	b0338
G0-10441	ybgT	ECK0723	cydX	16.67932		MONOMER0-2663	b4515
G0-10594	ynhF	ECK4411	cydH	37.431847		MONOMER0-2822	b4602
EG11405	htrD	ECK0878	cydD	20.01865		CYDD-MONOMER	b0887
EG10012	mdrA // mdrH // surB // ycaB	ECK0877	cydC	19.98155		CYDC-MONOMER	b0886
EG10174	cyd-2	ECK0722	cydB	16.654459		CYDB-MONOMER	b0734
EG10173	cyd-1	ECK0721	cydA	16.620333		CYDA-MONOMER	b0733
EG12504	ytfD // dagA	ECK4204	cycA	95.437225		CYCA-MONOMER	b4208
EG50008	cytochrome b562	ECK4231	cybC	96.075455	The protein product of <i>cybC</i> was not identified in the periplasmic proteome of <i>E. coli</i> K-12 MG1655 |CITS: [24140104]|. The nucleotide sequence of <i>cybC</i> from the K-12 strain NM522 contains a 26 bp deletion when compared to the sequence of <i>cybC</i> from <i>E. coli</i> B which encodes soluble cytochrome b562. The deletion occurs at the 5' end of the gene and extends into the putative signal sequence |CITS: [8499452]|. Cytochrome b-562 could not be detected in cells carrying the K strain gene expressed from a plasmid |CITS: [8499452]|.

Comment from ASAP:
The coordinates of cybC have been changed from those reported in the GenBank entry (GBAN:U00096.2) to correspond to the region of similarity to Escherichia coli Sakai (ASAP:ACA-0135330), adding 65 nucleotides to the N-terminus.		b4236
EG10172		ECK1410	cybB	32.12007		CYTOCHROME-B561-MONOMER	b1418
EG11653		ECK3801	cyaY	86.04133		EG11653-MONOMER	b3807
G0-8878	ryeE	ECK2078	cyaR	46.68842		RYEE-RNA	b4438
EG10170	cya	ECK3800	cyaA	85.98561		ADENYLATECYC-MONOMER	b3806
G6620	ycgO	ECK1179	cvrA	26.721844		YCGO-MONOMER	b1191
EG10169	dedE	ECK2307	cvpA	52.35798		EG10169-MONOMER	b2313
G7024		ECK1875	cutC	42.194458		G7024-MONOMER	b1874
EG12177	cutA1	ECK4131	cutA	94.040184		EG12177-MONOMER	b4137
G6318	ybcZ	ECK0562	cusS	12.78269		MONOMER0-4178 // G6318-MONOMER	b0570
G6319	ylcA	ECK0563	cusR	12.813541		MONOMER0-4180 // G6319-MONOMER	b0571
G6321	cusX // ylcC	ECK0565	cusF	12.864622		G6321-MONOMER	b0573
G6320	ibeB // ylcB	ECK0564	cusC	12.831638		G6320-MONOMER	b0572
G6322	ylcD	ECK0566	cusB	12.872119		G6322-MONOMER	b0574
EG12367	ybdE	ECK0567	cusA	12.898726		YBDE-MONOMER	b0575
G6760	yncB	ECK1443	curA	32.725998		G6760-MONOMER	b1449
G6263	copR // ybbI	ECK0481	cueR	11.073492		G6263-MONOMER	b0487
EG12318	yacK	ECK0122	cueO	2.9533236		EG12318-MONOMER	b0123
EG10167	ybdC	ECK0591	cstA	13.57047		EG10167-MONOMER	b0598
EG10018	yhdA	ECK3240	csrD	73.27978		EG10018-MONOMER	b3252
G0-8874	sraK // psrA21 // ryiB // tpk2 // IS198	ECK3858	csrC	87.275734		CSRC-RNA	b4457
G0-8785		ECK2787	csrB	62.998177		CSRB-RNA	b4408
EG11447	zfiA	ECK2691	csrA	60.731846		EG11447-MONOMER	b2696
EG11849	yihW	ECK3877	csqR	87.78489		EG11849-MONOMER	b3884
G6825	cspJ	ECK1546	cspI	35.29896		G6825-MONOMER	b1552
G6510	cspK	ECK0979	cspH	22.642002		G6510-MONOMER	b0989
G6511		ECK0980	cspG	22.65273		G6511-MONOMER	b0990
EG12205		ECK1552	cspF	35.37221		EG12205-MONOMER	b1558
EG12179	gicA // msmC	ECK0616	cspE	14.160734		EG12179-MONOMER	b0623
EG11111	ybjA // cspH	ECK0871	cspD	19.871504		EG11111-MONOMER	b0880
EG12204	msmB	ECK1821	cspC	41.08938		EG12204-MONOMER	b1823
EG12203		ECK1551	cspB	35.361095		EG12203-MONOMER	b1557
EG10166		ECK3543	cspA	80.144936		PD03695	b3556
G7329	csi-16	ECK2532	csiE	57.42428		G7329-MONOMER	b2535
G6543		ECK1023	csgG	23.716793		G6543-MONOMER	b1037
G6544		ECK1024	csgF	23.735321		G6544-MONOMER	b1038
G6545		ECK1025	csgE	23.744822		G6545-MONOMER	b1039
G6546		ECK1026	csgD	23.753311		PD01379	b1040
G6548	ycdE	ECK1029	csgC	23.80534		G6548-MONOMER	b1043
G6547		ECK1027	csgB	23.783579		G6547-MONOMER	b1041
EG11489		ECK1028	csgA	23.794266		EG11489-MONOMER	b1042
G7455	ygdK	ECK2807	csdE	63.437374		G7455-MONOMER	b2811
G7454	ygdJ	ECK2806	csdA	63.411407		G7454-MONOMER	b2810
EG10165	treD // gsr // iex // tgs	ECK2412	crr	54.632145		CRR-MONOMER	b2417
EG10164	cap // csm // gurB	ECK3345	crp	75.105156		PD00257	b3357
EG11092		ECK0241	crl	5.554682		EG11092-MONOMER	b0240
EG10145	refII // cet	ECK4392	creD	99.925125		EG10145-MONOMER	b4400
EG10730	phoM	ECK4391	creC	99.89318		CREC-MONOMER	b4399
EG11218	yjjE // ORF2	ECK4390	creB	99.87833		PHOSPHO-CREB // CREB-MONOMER	b4398
EG11217	yjjD	ECK4389	creA	99.86786		EG11217-MONOMER	b4397
EG12209	ybeI	ECK0617	crcB	14.1664		EG12209-MONOMER	b0624
EG10338	fruR // fruC // shl	ECK0081	cra	1.89648		PD00521	b0080
EG10020	yiiA	ECK3905	cpxR	88.43774		PHOSPHO-CPXR // CPXR-MONOMER	b3912
G0-16649		ECK4573	cpxQ	88.466995		RNA0-389	b4716
G7816	yiiO // b3913	ECK3906	cpxP	88.456		G7816-MONOMER	b4484
EG10163	rssE // ecfB // eup // ssd // ecf	ECK3904	cpxA	88.40822		PHOSPHO-CPXA // CPXA-MONOMER	b3911
EG10162	rfbK // manB	ECK2042	cpsG	45.708057		PHOSMANMUT-MONOMER	b2048
EG10161	rfbM // manC // mni	ECK2043	cpsB	45.739834		MANNPGUANYLTRANGDP-MONOMER	b2049
EG12854	ybgF	ECK0731	cpoB	16.7957		EG12854-MONOMER	b0742
EG10160		ECK4209	cpdB	95.539734		CPDB-MONOMER	b4213
G7579	icc	ECK3023	cpdA	68.42405		G7579-MONOMER	b3032
EG11463		ECK3810	corA	86.20694		CORA-MONOMER	b3816
G6260	ybaR	ECK0478	copA	10.96323		MONOMER0-4382 // G6260-MONOMER	b0484
G6569	ycfQ	ECK1097	comR	25.167763		G6569-MONOMER	b1111
G6246		ECK0440	cof	10.069949		G6246-MONOMER	b0446
EG11327		ECK0333	codB	7.6464586		CODB-MONOMER	b0336
EG11326		ECK0334	codA	7.673367		CYTDEAM-MONOMER	b0337
EG13238		ECK1988	cobU	44.49319		COBU-MONOMER	b1993
EG12151		ECK1986	cobT	44.453743		DMBPPRIBOSYLTRANS-MONOMER	b1991
EG12150		ECK1987	cobS	44.477245		COBS-MONOMER	b1992
G6349	phpB	ECK0631	cobC	14.419349		RIBAZOLEPHOSPHAT-MONOMER	b0638
G6577	ycfY	ECK1106	cobB	25.411642		MONOMER0-4534 // G6577-MONOMER	b1120
EG12312	yacE	ECK0103	coaE	2.4258387		EG12312-MONOMER	b0103
EG11190	yicA // kdtB	ECK3624	coaD	82.07908		PANTEPADENYLYLTRAN-MONOMER	b3634
EG10922	panK // rts // ts-9	ECK3966	coaA	89.92651		PANTOTHENATE-KIN-MONOMER	b3974
G6869	ydgT	ECK1621	cnu	36.73151		G6869-MONOMER	b1625
G6268	ybbN	ECK0486	cnoX	11.147432		G6268-MONOMER	b0492
EG11791	tolM	ECK2929	cmtB	66.33171		CMTB-MONOMER	b2934
EG11792		ECK2928	cmtA	66.3012		CMTA-MONOMER	b2933
EG12167	ycbD // smtA	ECK0912	cmoM	20.973932		EG12167-MONOMER	b0921
G7021	yecP	ECK1872	cmoB	42.08506		G7021-MONOMER	b1871
G7020	yecO	ECK1871	cmoA	42.069115		G7020-MONOMER	b1870
EG11265	ycaF // mssA // ycaG	ECK0901	cmk	20.708166		CMPKI-MONOMER	b0910
G6551	ymdC	ECK1032	clsC	23.835371		G6551-MONOMER	b1046
G6406	ybhO	ECK0778	clsB	17.71994		G6406-MONOMER	b0789
EG11608	yciJ // nov // cls	ECK1243	clsA	28.162066		CARDIOLIPSYN-MONOMER	b1249
EG10159	lopC	ECK0432	clpX	9.854811		EG10159-MONOMER	b0438
G6463	yljA	ECK0872	clpS	19.883287		G6463-MONOMER	b0881
EG10158	lopP	ECK0431	clpP	9.838674		EG10158-MONOMER	b0437
EG10157	htpM	ECK2590	clpB	58.84974		MONOMER0-4519 // EG10157-MONOMER	b2592
EG10156	lopD	ECK0873	clpA	19.89085		EG10156-MONOMER	b0882
G6850	ynfJ // mriT	ECK1587	clcB	35.877636		YNFJ-MONOMER	b1592
EG12331	eriC // yadQ	ECK0154	clcA	3.7725146		YADQ-MONOMER	b0155
G6340	ybdU	ECK0607	citX	13.94943		G6340-MONOMER	b0614
G6338	ybdS	ECK0605	citT	13.898436		B0612-MONOMER	b0612
G6339	ybdT	ECK0606	citG	13.931052		G6339-MONOMER	b0613
G6341	ybdV	ECK0608	citF	13.961387		CITTRANS-MONOMER	b0615
G6342	ybdW	ECK0609	citE	13.99463		CITRYLY-MONOMER	b0616
G6343	ybdX	ECK0610	citD	14.014127		ACPSUB-MONOMER	b0617
G6344	ybeO	ECK0611	citC	14.020827		CITC-MONOMER	b0618
EG10155	cir // feuA	ECK2148	cirA	48.361618		EG10155-MONOMER	b2155
EG11250	chpBI // yjfB	ECK4220	chpS	95.83758		EG11250-MONOMER	b4224
